City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Ponyri,RU,54.1135,47.6231,-6.23,91,100,13.78,overcast clouds
701,Negara,ID,-9.6567,120.2641,78.13,82,94,5.82,overcast clouds
702,Chagda,RU,54.1135,47.6231,-6.23,91,100,13.78,overcast clouds
703,Baie-Saint-Paul,CA,62.456,-114.3525,-47.2,66,1,3.44,clear sky
704,Surt,LY,29.0331,21.5482,68.23,25,68,12.66,broken clouds
705,Olinda,BR,-2.1042,-56.4869,94.17,45,74,5.06,light rain
706,Labuhan,ID,-9.6567,120.2641,78.13,82,94,5.82,overcast clouds
707,Kassala,PH,7.9986,124.2928,75.0,95,100,3.0,overcast clouds
708,Gold Coast,US,42.6001,-73.9662,28.99,75,100,4.45,snow
709,Tahe,CN,20.35,110.1288,66.2,100,20,2.24,few clouds
710,Ilam,IR,31.4167,51.5667,30.79,98,97,4.54,overcast clouds
